id,dataset,weight,height,sex
ID3228,training,64.8,165.6,1
ID3229,training,67.4,157.3,0
ID3230,training,62,137.7,1
ID3231,training,70.7,184.9,1
ID3232,training,68.2,186.4,1
ID3233,training,65.9,168.8,0
ID3234,training,68.8,177.4,1
ID3235,training,61.2,153.5,1
ID3236,training,68.9,171.9,1
ID3237,training,67.3,165.3,1
ID3238,training,68.6,176,1
ID3239,training,64.4,139.9,0
ID3240,training,65.2,150.5,0
ID3241,training,66.7,137.7,0
ID3242,training,62.3,132.6,0
ID3243,training,69.3,187.7,1
ID3244,training,65.4,147,0
ID3245,training,68.5,181.2,1
ID3246,training,67.2,154.1,0
ID3247,training,68.8,179.9,1
ID3248,training,67.1,165.3,0
ID3249,training,72.3,187.6,1
ID3250,training,66.8,158.7,1
ID3251,training,67,157.6,0
ID3252,training,64.8,153.6,1
ID3253,training,67.2,187.1,1
ID3254,training,65,153.7,1
ID3255,training,64.8,143.1,0
ID3256,training,63,132,0
ID3257,training,68.8,183.7,1
ID3258,training,69.1,163.8,1
ID3259,training,64.7,128.8,0
ID3260,training,65.8,152.7,0
ID3261,training,65.2,147.4,1
ID3262,training,65.4,158.1,0
ID3263,training,66.3,180.2,1
ID3264,training,66.9,182.8,1
ID3265,training,65.1,165.3,1
ID3266,training,64.4,155.1,0
ID3267,training,67.6,160,0
ID3268,training,67.2,183.7,1
ID3269,training,63,131.6,0
ID3270,training,65.5,164.5,0
ID3271,training,67.1,168.1,0
ID3272,training,68.9,176,1
ID3273,training,63.9,126.9,0
ID3274,training,64.9,176.8,1
ID3275,training,68.2,146.9,0
ID3276,training,65.7,162.3,1
ID3277,training,65,142.2,0
ID3278,training,66.9,169.9,1
ID3279,training,62.8,134.6,0
ID3280,training,68.5,173.3,1
ID3281,training,62.6,144.6,1
ID3282,training,61.4,130,0
ID3283,training,68.2,183.5,1
ID3284,training,69,182.9,1
ID3285,training,64.9,157.2,1
ID3286,training,64.6,154.9,0
ID3287,training,67.1,143.4,0
ID3288,training,61.3,128.3,0
ID3289,training,69.5,179,0
ID3290,training,62.7,134.9,0
ID3291,training,66.8,165.4,0
ID3292,training,71.7,188.7,1
ID3293,training,62.4,132.9,0
ID3294,training,71,182.1,1
ID3295,training,65.7,145.6,0
ID3296,training,68.3,159.1,0
ID3297,training,65.3,138.1,0
ID3298,training,67.4,166.5,1
ID3299,training,62.2,132.2,0
ID3300,training,70.7,184.4,1
ID3301,training,66.7,152.9,0
ID3302,training,66.2,161.7,1
ID3303,training,63.6,142.2,1
ID3304,training,66.7,148.4,0
ID3305,training,65.3,158,0
ID3306,training,65.9,174.7,1
ID3307,training,66.9,135,0
ID3308,training,67.5,160.9,0
ID3309,training,68.6,172.2,1
ID3310,training,67.9,163.4,0
ID3311,training,67.4,153.1,0
ID3312,training,68.5,155.7,0
ID3313,training,63.7,129.3,0
ID3314,training,59.8,127.9,0
ID3315,training,65.7,152,0
ID3316,training,62.2,129.9,0
ID3317,training,66.2,143,0
ID3318,training,64.8,142.8,0
ID3319,training,62.5,130.6,0
ID3320,training,68.7,174.4,0
ID3321,training,71.1,189.3,1
ID3322,training,69.7,185.5,1
ID3323,training,67.7,159.3,1
ID3324,training,69.1,184.3,1
ID3325,training,68.1,187.1,1
ID3326,training,67.8,138.1,0
ID3327,training,69.2,178.7,1
ID3328,training,66.7,154.1,1
ID3329,training,60.9,131.9,0
ID3330,training,61.1,127.2,0
ID3331,training,66.1,163.6,1
ID3332,training,70.2,184.7,1
ID3333,training,66.1,184.1,1
ID3334,training,65.9,161.7,0
ID3335,training,63.1,133,0
ID3336,training,65.3,164,0
ID3337,training,64.7,147.5,0
ID3338,training,68.1,188.1,1
ID3339,training,70.1,186.9,1
ID3340,training,64.8,154.4,1
ID3341,training,65.3,171.8,1
ID3342,training,65.1,174.4,1
ID3343,training,70.8,184.4,1
ID3344,training,68.9,172.9,1
ID3345,training,69.4,170.6,0
ID3346,training,67.1,169.8,1
ID3347,training,67.9,177.3,1
ID3348,training,68.3,170.4,1
ID3349,training,68.9,175.4,1
ID3350,training,68.3,185.6,1
ID3351,training,64.6,135.4,0
ID3352,training,68.4,188.4,1
ID3353,training,64.5,127.9,0
ID3354,training,64.8,161,1
ID3355,training,63.9,174.5,1
ID3356,training,67.8,180.3,0
ID3357,training,67.1,162.6,0
ID3358,training,61.3,127.3,0
ID3359,training,64.5,171.3,1
ID3360,training,68.1,177.6,1
ID3361,training,69,183.6,0
ID3362,training,63.9,158.9,1
ID3363,training,65.8,167.7,1
ID3364,training,65.6,144.5,0
ID3365,training,65.6,157.1,0
ID3366,training,66.2,164.6,1
ID3367,training,66.2,159.4,1
ID3368,training,60.9,131.1,0
ID3369,training,65.5,170.8,1
ID3370,training,69.8,188.1,1
ID3371,training,68.8,187,1
ID3372,training,67.9,179.3,1
ID3373,training,70,176.6,0
ID3374,training,69.5,181.7,1
ID3375,training,63.7,160.3,1
ID3376,training,67.9,153.3,0
ID3377,training,65.9,137.2,0
ID3378,training,64.7,146.8,0
ID3379,training,67.8,149.6,0
ID3380,training,64.7,151.8,0
ID3381,training,65,154.1,1
ID3382,training,67.1,144.8,0
ID3383,training,63.7,142.3,0
ID3384,training,69.5,169.1,0
ID3385,training,65.6,152.9,1
ID3386,training,64,141.5,0
ID3387,training,69.9,181.4,1
ID3388,training,65.6,135.8,0
ID3389,training,64.8,156.1,0
ID3390,training,65.9,150.5,0
ID3391,training,67.4,165.1,0
ID3392,training,66.5,178.3,1
ID3393,training,64.9,150.4,0
ID3394,training,60.6,131,0
ID3395,training,61.4,148.1,0
ID3396,training,67.9,172.2,0
ID3397,training,60.7,130,0
ID3398,training,68.5,170.4,1
ID3399,training,65.5,173.2,1
ID3400,training,65.5,172.1,1
ID3401,training,63.1,155.3,0
ID3402,training,63.3,157,1
ID3403,training,61.7,127.2,0
ID3404,training,67.4,147.4,0
ID3405,training,70.1,186.7,1
ID3406,training,63.1,153.5,0
ID3407,training,66.9,161.1,0
ID3408,training,66.7,132.3,0
ID3409,training,65,140.4,0
ID3410,training,68.3,164.2,0
ID3411,training,68.9,181.4,0
ID3412,training,64.7,139,0
ID3413,training,66.7,183.2,1
ID3414,training,66.3,154.9,0
ID3415,training,70.4,185.3,1
ID3416,training,61.7,130.8,0
ID3417,training,64.5,141.9,0
ID3418,training,68.5,179.6,1
ID3419,training,60.1,129.7,0
ID3420,training,66.2,156.7,1
ID3421,training,68.1,174.6,0
ID3422,training,65.2,135.7,0
ID3423,training,67.4,170,1
ID3424,training,64.3,143.5,0
ID3425,training,68.3,179.4,1
ID3426,training,64.1,127.8,0
ID3427,training,67,164.9,1
ID3428,training,69.8,180.2,1
ID3429,training,64.6,137.8,0
ID3430,training,64.6,162.4,1
ID3431,training,70.2,189.2,1
ID3432,training,63.7,139.4,1
ID3433,training,66.1,171.4,1
ID3434,training,64.9,164.1,1
ID3435,training,67.5,179,1
ID3436,training,64,135.2,0
ID3437,training,68.9,176.2,1
ID3438,training,68,147.3,0
ID3439,training,68,180.1,1
ID3440,training,63,127.1,0
ID3441,training,68.6,189.1,1
ID3442,training,65.1,133.3,0
ID3443,training,66.2,151.6,0
ID3444,training,68.5,171.6,0
ID3445,training,68.2,170.8,0
ID3446,training,63.7,161.6,1
ID3447,training,63,143.3,0
ID3448,training,67.4,166.9,0
ID3449,training,64.7,152.6,0
ID3450,training,65.9,131.6,0
ID3451,training,65.4,143.3,0
ID3452,training,65.7,149.6,0
ID3453,training,69.6,180.9,1
ID3454,training,65.7,139.8,0
ID3455,training,66.9,154.8,0
ID3456,training,67.5,154.6,0
ID3457,training,68.4,188.1,1
ID3458,training,66.6,144,0
ID3459,training,65.1,141.6,0
ID3460,training,62.1,130.9,0
ID3461,training,62.1,145.3,0
ID3462,training,66.4,156.8,0
ID3463,training,64.5,164,0
ID3464,training,68.7,174.7,1
ID3465,training,64.2,136.8,0
ID3466,training,64.7,146,0
ID3467,training,58.6,131.4,0
ID3468,training,65.2,160.7,0
ID3469,training,61.2,126.5,0
ID3470,training,64.3,138.7,0
ID3471,training,69.3,172.3,1
ID3472,training,67.5,182.6,1
ID3473,training,62.5,160.2,1
ID3474,training,63.6,151.7,0
ID3475,training,65,177.7,1
ID3476,training,63.1,160.8,1
ID3477,training,64.8,142.7,0
ID3478,training,67.8,157.7,0
ID3479,training,70.6,184.4,1
ID3480,training,66.7,166.3,1
ID3481,training,64.1,138.7,0
ID3482,training,65.4,171.9,1
ID3483,training,68.1,166.8,0
ID3484,training,64.1,125.4,0
ID3485,training,64.6,146.3,0
ID3486,training,63,158.3,1
ID3487,training,64.9,143.3,0
ID3488,training,66.9,153.7,0
ID3489,training,67.3,172.1,1
ID3490,training,63.1,131.1,0
ID3491,training,66.8,166,1
ID3492,training,63.3,145.3,0
ID3493,training,66.4,142.9,0
ID3494,training,63.3,131.7,0
ID3495,training,65.2,149.2,0
ID3496,training,65.6,151.5,0
ID3497,training,68.1,167.3,1
ID3498,training,68.1,155.4,0
ID3499,training,65.9,155.6,0
ID3500,training,69,178.6,0
ID3501,training,66.1,166,1
ID3502,training,63.8,145.6,0
ID3503,training,64.6,126.4,0
ID3504,training,67.5,180.7,1
ID3505,training,66.8,165.3,0
ID3506,training,68.3,175.1,0
ID3507,training,68.3,181.7,1
ID3508,training,67.1,131.7,0
ID3509,training,68.3,168.8,0
ID3510,training,66.1,147.8,0
ID3511,training,64.4,125.6,0
ID3512,training,69.5,186.6,1
ID3513,training,68.5,186.4,1
ID3514,training,66.1,159.8,0
ID3515,training,62.3,132.1,0
ID3516,training,67.4,174.6,1
ID3517,training,66.1,178.3,1
ID3518,training,62.7,147.4,0
ID3519,training,67,153.7,0
ID3520,training,67,175.5,1
ID3521,training,66.7,162.8,0
ID3522,training,64,144.7,0
ID3523,training,61.7,129.8,0
ID3524,training,66.3,158.4,1
ID3525,training,64.6,154.9,0
ID3526,training,69.2,187,1
ID3527,training,67.3,144.9,0
ID3528,training,67.7,152.7,0
ID3529,training,62,125.5,0
ID3530,training,65,129.5,0
ID3531,training,68.8,172.3,1
ID3532,training,63.2,132.2,0
ID3533,training,60.6,128.2,0
ID3534,training,69,181.5,1
ID3535,training,68.8,179.1,1
ID3536,training,63.6,140.8,0
ID3537,training,63.2,154.8,1
ID3538,training,62.9,149.6,0
ID3539,training,68.7,176,1
ID3540,training,68.3,181.4,1
ID3541,training,66.3,145.9,0
ID3542,training,67.3,158.6,0
ID3543,training,64.2,146.1,0
ID3544,training,69.9,188.4,1
ID3545,training,69,179.6,0
ID3546,training,66,177.3,1
ID3547,training,64.1,131.3,0
ID3548,training,66,170.2,1
ID3549,training,67.6,150.4,0
ID3550,training,64.6,151,0
ID3551,training,68.8,174.3,1
ID3552,training,64.9,144.7,0
ID3553,training,67.9,186.4,1
ID3554,training,68.6,181.4,1
ID3555,training,64.3,143.9,0
ID3556,training,70.3,189.2,1
ID3557,training,65.5,166.4,1
ID3558,training,68.1,183.3,1
ID3559,training,64.7,162.6,0
ID3560,training,62.5,125.6,0
ID3561,training,68.1,182.7,0
ID3562,training,68.1,187,1
ID3563,training,67.5,163.5,1
ID3564,training,70.1,182,1
ID3565,training,64.1,142.2,0
ID3566,training,69.8,171.5,0
ID3567,training,66.4,142.1,0
ID3568,training,67.4,171.4,1
ID3569,training,64.4,145.9,0
ID3570,training,67.8,155.9,0
ID3571,training,72.7,188.4,1
ID3572,training,62.9,140.3,0
ID3573,training,65.7,156.2,1
ID3574,training,63.9,137.1,0
ID3575,training,64.9,172.8,1
ID3576,training,62.6,125.1,0
ID3577,training,67.1,158.9,0
ID3578,training,67.5,175.8,0
ID3579,training,63.7,128.3,0
ID3580,training,64.4,134.4,0
ID3581,training,64.4,125.2,0
ID3582,training,64.6,158.5,1
ID3583,training,62,139.5,0
ID3584,training,62.5,132.6,0
ID3585,training,62.2,126.8,0
ID3586,training,65.9,157,0
ID3587,training,64.9,152.9,0
ID3588,training,68.8,187.7,1
ID3589,training,66.1,157.7,0
ID3590,training,64.2,126.9,0
ID3591,training,63.9,133,0
ID3592,training,67,179.7,0
ID3593,training,68,181.8,1
ID3594,training,68.9,177.1,1
ID3595,training,64.8,139,0
ID3596,training,62.9,136.8,0
ID3597,training,65.5,148.1,0
ID3598,training,64.7,162.8,0
ID3599,training,68.7,178.5,1
ID3600,training,68.2,181.1,1
ID3601,training,67.5,175.5,1
ID3602,training,65.8,143.8,0
ID3603,training,62.4,127,0
ID3604,training,63.8,133.8,0
ID3605,training,62,137.1,0
ID3606,training,65.4,178.4,1
ID3607,training,65.1,135.8,0
ID3608,training,65.4,152.3,1
ID3609,training,66.3,165,0
ID3610,training,64.1,145.5,0
ID3611,training,64.4,130.9,0
ID3612,training,67.3,162.3,0
ID3613,training,66.1,148.6,0
ID3614,training,66.8,137.1,0
ID3615,training,65.9,158.2,0
ID3616,training,66.6,178.5,1
ID3617,training,64.4,127.7,0
ID3618,training,65.6,126,0
ID3619,training,64.7,131.2,0
ID3620,training,65,162.1,1
ID3621,training,66.6,152.2,0
ID3622,training,66.8,156.9,1
ID3623,training,68.1,169.3,1
ID3624,training,67,156.3,0
ID3625,training,65.6,154.5,1
ID3626,training,62.5,148.9,1
ID3627,training,67.8,182.2,1
ID3628,training,66.4,152.5,0
ID3629,training,68.8,153.7,0
ID3630,training,62.8,131.1,0
ID3631,training,66.7,162.6,1
ID3632,training,65.7,152.8,0
ID3633,training,61.4,126.5,0
ID3634,training,66.6,131,0
ID3635,training,62.5,139.5,0
ID3636,training,64,150.4,0
ID3637,training,65.8,158.5,1
ID3638,training,70.8,184.9,0
ID3639,training,65.4,142.9,0
ID3640,training,64.4,135.6,0
ID3641,training,67.7,172.2,1
ID3642,training,62.6,136.6,0
ID3643,training,63.6,157.1,1
ID3644,training,66.9,166.4,1
ID3645,training,62.5,138.4,0
ID3646,training,62.6,128.2,0
ID3647,training,66.5,160,0
ID3648,training,65.5,147.7,0
ID3649,training,61.5,135.5,1
ID3650,training,62.2,133.3,0
ID3651,training,65.8,149.2,1
ID3652,training,66.6,168,1
ID3653,training,68.8,167.7,1
ID3654,training,64.6,149.9,1
ID3655,training,64.6,135.6,0
ID3656,training,64.5,141.7,0
ID3657,training,65.1,156.7,1
ID3658,training,62.3,144.9,0
ID3659,training,64.8,142.3,0
ID3660,training,68.7,178.9,0
ID3661,training,60.2,127.9,0
ID3662,training,62.1,145.4,0
ID3663,training,65.3,136.4,0
ID3664,training,61.3,138,0
ID3665,training,68.9,172.7,1
ID3666,training,68.6,163.7,0
ID3667,training,66.6,150,0
ID3668,training,69.4,188.8,1
ID3669,training,64.7,136.5,0
ID3670,training,69.5,189.4,1
ID3671,training,67.3,164.2,0
ID3672,training,69,174.4,1
ID3673,training,65.2,145.5,0
ID3674,training,64.3,142.8,0
ID3675,training,68.2,170.5,1
ID3676,training,71.7,188.6,1
ID3677,training,69.8,167.4,0
ID3678,training,66.7,175,1
ID3679,training,65.8,137.5,0
ID3680,training,68.6,175,1
ID3681,training,70.6,182.1,1
ID3682,training,65.1,148.7,0
ID3683,training,63.2,135.6,0
ID3684,training,64,142.4,0
ID3685,training,63,165.6,1
ID3686,training,64.1,144.7,0
ID3687,training,69,164.7,1
ID3688,training,65.9,136.8,0
ID3689,training,67.3,154.7,1
ID3690,training,66.6,172.3,1
ID3691,training,64.5,131.1,0
ID3692,training,63.2,139.1,0
ID3693,training,63.7,125.4,0
ID3694,training,67.9,162,1
ID3695,training,64.3,134.7,0
ID3696,training,64.7,125.8,0
ID3697,training,68.3,168,1
ID3698,training,69.9,172.1,0
ID3699,training,68.2,168.2,1
ID3700,training,64.1,147.4,1
ID3701,training,68.9,185.5,1
ID3702,training,66.1,145.1,0
ID3703,training,64.2,142.6,0
ID3704,training,63.7,146.8,0
ID3705,training,62.1,128.5,0
ID3706,training,66.7,156.8,0
ID3707,training,67.7,177.5,0
ID3708,training,67.9,185,1
ID3709,training,62.6,152.7,1
ID3710,training,65.6,157.8,0
ID3711,training,62.3,138.4,0
ID3712,training,64.8,159.1,1
ID3713,training,66.5,165.6,1
ID3714,training,67.7,156.5,0
ID3715,training,62.6,137.4,0
ID3716,training,68.6,181.5,1
ID3717,training,65.7,167.8,1
ID3718,training,66.6,162.2,0
ID3719,training,67.5,162.5,1
ID3720,training,63.7,130.6,0
ID3721,training,66.7,153.6,0
ID3722,training,66.2,173.4,0
ID3723,training,70.7,161.4,0
ID3724,training,65.8,157.5,0
ID3725,training,67.1,182.5,1
ID3726,training,63.7,141.7,0
ID3727,training,67.8,184.9,1
ID3728,training,68.3,171.4,1
ID3729,training,67.2,175.4,1
ID3730,training,61.9,129.6,0
ID3731,training,69.2,188.9,1
ID3732,training,62.1,142.7,0
ID3733,training,69.4,158.5,0
ID3734,training,63,130.1,0
ID3735,training,67.8,183.7,1
ID3736,training,67.8,182.6,1
ID3737,training,59.7,129,0
ID3738,training,67.8,189.7,1
ID3739,training,67.4,186.8,1
ID3740,training,64,127.9,0
ID3741,training,63.5,126.7,0
ID3742,training,64.2,133.4,0
ID3743,training,66.7,168,1
ID3744,training,65.7,160.8,0
ID3745,training,65.2,125.4,0
ID3746,training,65,134.7,0
ID3747,training,63.9,126.6,0
ID3748,training,62.7,153.9,1
ID3749,training,68.2,183.1,1
ID3750,training,62.4,132.1,0
ID3751,training,67.1,180.8,1
ID3752,training,69.6,180.7,1
ID3753,training,66.5,137.7,0
ID3754,training,66.7,174,1
ID3755,training,64.2,130.6,0
ID3756,training,68.4,185.4,1
ID3757,training,63.4,130.3,0
ID3758,training,71.4,182.2,1
ID3759,training,69.2,179.4,1
ID3760,training,63.5,136.9,0
ID3761,training,60.8,136,0
ID3762,training,63.6,133.1,0
ID3763,training,63.8,129.9,0
ID3764,training,66.7,157.8,0
ID3765,training,64.8,142.8,0
ID3766,training,66.4,167.7,0
ID3767,training,67.2,186.3,1
ID3768,training,67.8,172.8,1
ID3769,training,64.8,160.8,0
ID3770,training,63.2,140.3,0
ID3771,training,64.7,138.7,0
ID3772,training,64.5,148.5,1
ID3773,training,68.8,177.1,1
ID3774,training,64.3,162.3,0
ID3775,training,69.3,177.4,1
ID3776,training,67.2,185.5,1
ID3777,training,60.9,139.2,0
ID3778,training,65.9,169.7,1
ID3779,training,65,144.6,1
ID3780,training,62.5,142.7,0
ID3781,training,67.5,173.3,1
ID3782,training,69.8,176.1,1
ID3783,training,65.7,151.2,0
ID3784,training,66.5,159.7,1
ID3785,training,66.3,156.6,1
ID3786,training,64.3,141.3,0
ID3787,training,65.9,140.4,0
ID3788,training,64.7,149.3,0
ID3789,training,67.4,162.8,1
ID3790,training,67.5,159.9,0
ID3791,training,71.2,183.6,1
ID3792,training,65.4,156.1,0
ID3793,training,69.4,177.7,0
ID3794,training,65.2,140,0
ID3795,training,69,166.8,1
ID3796,training,64.4,162.6,1
ID3797,training,70.4,186.6,1
ID3798,training,62.6,129.2,0
ID3799,training,67.6,163.1,1
ID3800,training,68.3,155.6,0
ID3801,training,66.8,153.3,0
ID3802,training,62.4,148.7,0
ID3803,training,65.8,174.6,1
ID3804,training,67.8,173.5,1
ID3805,training,68.4,179.4,1
ID3806,training,62.1,125.1,0
ID3807,training,69,186,1
ID3808,training,61.6,128.6,0
ID3809,training,68.2,158.1,0
ID3810,training,66.7,174.2,1
ID3811,training,65.2,150.2,0
ID3812,training,64.6,148.6,0
ID3813,training,65.5,152.9,0
ID3814,training,63.3,129.3,0
ID3815,training,63.8,125.6,0
ID3816,training,63.9,142.8,0
ID3817,training,70.2,181.3,1
ID3818,training,65.8,147.2,0
ID3819,training,68.5,166.8,1
ID3820,training,63.7,142.5,0
ID3821,training,65.3,149.5,0
ID3822,training,68,171.7,1
ID3823,training,66.9,177,1
ID3824,training,65.4,147,0
ID3825,training,66.1,137.6,0
ID3826,training,68.4,177.1,1
ID3827,training,66.9,169.5,1
ID3828,training,65.8,147.7,0
ID3829,training,65,141.5,0
ID3830,training,69.3,187.6,1
ID3831,training,66.7,160.1,1
ID3832,training,65.7,150.9,0
ID3833,training,64.5,131.8,0
ID3834,training,66.8,174.3,1
ID3835,training,68.4,179.4,1
ID3836,training,68,182,1
ID3837,training,61.5,125.5,0
ID3838,training,64.8,157,0
ID3839,training,63,150.6,0
ID3840,training,63.7,125.6,0
ID3841,training,62.4,134.5,0
ID3842,training,70.4,189.7,1
ID3843,training,63,143.3,0
ID3844,training,69.4,189.9,1
ID3845,training,64.5,133.3,0
ID3846,training,69.2,189.4,1
ID3847,training,65.1,137.2,0
ID3848,training,69.4,178.7,1
ID3849,training,63,129.2,0
ID3850,training,66.2,150,1
ID3851,training,65.3,174.9,1
ID3852,training,66,151.7,0
ID3853,training,68.1,188.4,1
ID3854,training,65.2,166.7,1
ID3855,training,64,133.5,0
ID3856,training,66,143.3,0
ID3857,training,65.1,138.7,1
ID3858,training,65.3,145.8,0
ID3859,training,69.6,157,0
ID3860,training,65.2,154.7,1
ID3861,training,68.7,173.9,1
ID3862,training,68.4,174.2,1
ID3863,training,63.8,146.5,0
ID3864,training,63.4,135,0
ID3865,training,60.4,134.1,1
ID3866,training,66.6,159.1,0
ID3867,training,69.5,189.5,1
ID3868,training,65.3,168.6,1
ID3869,training,66.5,181.9,1
ID3870,training,65.8,143.2,0
ID3871,training,62.7,135.6,0
ID3872,training,63,141.2,0
ID3873,training,66.2,176.6,1
ID3874,training,68,172.1,1
ID3875,training,69.1,165.7,0
ID3876,training,69.7,189.5,1
ID3877,training,63.2,135.8,0
ID3878,training,64.3,158.7,0
ID3879,training,65.9,165.4,0
ID3880,training,68.1,181.6,1
ID3881,training,66,143.3,0
ID3882,training,66.3,163.6,1
ID3883,training,67.5,160,1
ID3884,training,65.2,143.8,0
ID3885,training,68.8,153.5,1
ID3886,training,64.6,143.1,0
ID3887,training,66.7,174.6,1
ID3888,training,65.8,163.6,1
ID3889,training,67.4,170.3,0
ID3890,training,66.3,150.1,1
ID3891,training,66.8,149.7,0
ID3892,training,65.2,157.7,1
ID3893,training,63.9,131.6,0
ID3894,training,68.2,167.4,0
ID3895,training,66.3,163,1
ID3896,training,66.4,151.7,0
ID3897,training,65.8,164.3,1
ID3898,training,66.8,170.1,1
ID3899,training,69.8,184.8,1
ID3900,training,71.1,175.5,1
ID3901,training,62,139.1,0
ID3902,training,62.3,133.3,0
ID3903,training,67.4,159.8,1
ID3904,training,64.4,131.4,0
ID3905,training,62.8,137.6,0
ID3906,training,67.5,170.5,1
ID3907,training,63.9,139.7,0
ID3908,training,70.6,189.7,1
ID3909,training,60.6,128.6,0
ID3910,training,67.4,164.9,1
ID3911,training,66.4,129.4,0
ID3912,training,67.7,155.2,1
ID3913,training,65,144.9,0
ID3914,training,64.6,128.6,0
ID3915,training,68.7,184.1,1
ID3916,training,63.9,133,0
ID3917,training,64.1,134.2,0
ID3918,training,70.8,186.6,1
ID3919,training,63.9,149,0
ID3920,training,71.1,183.7,1
ID3921,training,63.8,140.3,0
ID3922,training,66.1,142.6,0
ID3923,training,63.6,138.2,0
ID3924,training,70,188.8,1
ID3925,training,67.4,180.7,1
ID3926,training,65.2,134.7,0
ID3927,training,62.6,132.7,0
ID3928,training,67.3,157,1
ID3929,training,67.7,184.9,1
ID3930,training,62.9,131.6,0
ID3931,training,66.4,179.5,1
ID3932,training,64,151.1,1
ID3933,training,66,174.6,1
ID3934,training,62.5,129.2,0
ID3935,training,64,156,1
ID3936,training,68.5,182.2,1
ID3937,training,62.6,140.9,0
ID3938,training,63.6,151.3,0
ID3939,training,66.2,172.4,0
ID3940,training,61.8,146.4,1
ID3941,training,67.2,159.3,0
ID3942,training,66.3,138.8,0
ID3943,training,69.6,189.6,1
ID3944,training,67,169.7,1
ID3945,training,68.8,167.9,0
ID3946,training,66.2,142.7,0
ID3947,training,64.2,151.7,0
ID3948,training,68.3,184.5,1
ID3949,training,68.2,178.8,0
ID3950,training,69.3,154.5,0
ID3951,training,71,188.8,1
ID3952,training,64.6,140.8,0
ID3953,training,67.4,171,0
ID3954,training,69.4,182.3,0
ID3955,training,68.4,163.8,0
ID3956,training,68,186.6,1
ID3957,training,65.7,170.9,1
ID3958,training,69,167.2,0
ID3959,training,65.3,135.3,0
ID3960,training,66.1,187.1,1
ID3961,training,64.6,140.9,0
ID3962,training,65.8,163.1,1
ID3963,training,68.5,188.1,1
ID3964,training,63.8,146.1,0
ID3965,training,61.8,151.6,0
ID3966,training,67,166.4,1
ID3967,training,65,149.3,1
ID3968,training,59.4,131.4,0
ID3969,training,70.9,185.4,1
ID3970,training,68.1,154.7,0
ID3971,training,68.3,185,1
ID3972,training,62,132.9,0
ID3973,training,68.3,150.1,0
ID3974,training,65,139.3,0
ID3975,training,65.9,167.7,1
ID3976,training,65.5,146.1,0
ID3977,training,63.3,132.9,0
ID3978,training,62.4,129.5,0
ID3979,training,66.7,162.8,1
ID3980,training,68.3,149.9,0
ID3981,training,64.4,139.6,0
ID3982,training,62.6,144.7,0
ID3983,training,65.3,125.1,0
ID3984,training,67,166.4,0
ID3985,training,66.8,161.6,1
ID3986,training,65.4,144,0
ID3987,training,66,168.9,1
ID3988,training,66.7,162.3,0
ID3989,training,67.1,185.8,1
ID3990,training,65.2,161.7,1
ID3991,training,66.7,164.9,1
ID3992,training,67.5,180.3,1
ID3993,training,64.8,152.9,0
ID3994,training,68.1,170.1,1
ID3995,training,64.1,149.3,0
ID3996,training,65.6,154.2,0
ID3997,training,65.1,142.4,0
ID3998,training,65,127.2,0
ID3999,training,62.3,136.4,0
ID4000,training,62.8,126.8,0
ID4001,training,67.5,183.4,1
ID4002,training,65.9,177.3,1
ID4003,training,66.2,180.9,1
ID4004,training,69.1,188.7,1
ID4005,training,65.2,156.3,1
ID4006,training,63.8,148.9,0
ID4007,training,69.6,171.4,1
ID4008,training,65.6,143.5,0
ID4009,training,65.3,162.8,1
ID4010,training,63.4,134.9,0
ID4011,training,66.6,179.1,1
ID4012,training,65.8,158.2,1
ID4013,training,61.2,142.3,0
ID4014,training,65.6,174.8,1
ID4015,training,68.5,181.4,1
ID4016,training,63,129.5,0
ID4017,training,64.5,162.4,0
ID4018,training,61.8,126.9,0
ID4019,training,69.2,172.2,0
ID4020,training,69.2,184.9,1
ID4021,training,69.3,181.9,1
ID4022,training,64.4,145.9,0
ID4023,training,65.4,146.7,1
ID4024,training,70.7,158.8,0
ID4025,training,64.8,141.4,0
ID4026,training,65.6,146.3,1
ID4027,training,67.5,167.5,1
ID4028,training,66.6,159.5,1
ID4029,training,64.7,173.6,1
ID4030,training,68.7,188.3,1
ID4031,training,62.8,129.1,0
ID4032,training,63.3,126.1,0
ID4033,training,68.5,188.1,1
ID4034,training,64,154.4,1
ID4035,training,67,167,1
ID4036,training,64.1,166.6,0
ID4037,training,65.6,133.4,0
ID4038,training,68.8,176.9,1
ID4039,training,67.6,187,1
ID4040,training,69.2,187.9,1
ID4041,training,68.1,183.3,1
ID4042,training,67.5,189,1
ID4043,training,67.1,134.3,0
ID4044,training,68.4,178.3,1
ID4045,training,63.2,126,0
ID4046,training,66,184.5,1
ID4047,training,64.6,168.9,0
ID4048,training,63.1,134.4,0
ID4049,training,64.6,131.7,0
ID4050,training,65.5,172.5,1
ID4051,training,62.4,143.6,0
ID4052,training,66.7,174.2,1
ID4053,training,63.4,146,0
ID4054,training,62.2,130.5,0
ID4055,training,67.2,176.4,0
ID4056,training,69.2,183.1,1
ID4057,training,61,132.2,0
ID4058,training,64.6,164.9,1
ID4059,training,66.1,146.7,0
ID4060,training,62.2,139.4,0
ID4061,training,63.8,137.5,0
ID4062,training,67.1,168.3,1
ID4063,training,64.8,152.1,0
ID4064,training,67,145.5,0
ID4065,training,67.9,166.4,1
ID4066,training,65.6,188.3,1
ID4067,training,64.4,138.5,0
ID4068,training,65.5,177.6,1
